"file_name","section_number","a_Otsikko","b_Nykyinen_sisalto","c_Paivitystarve","d_Viittaus_uuteen_lakiin"
"103141","11","Askelman nousu ja etenemä","Portaan askelman nousun ja etenemän suhteen on oltava portaan käyttötarkoituk- seen nähden helppokulkuinen, kuva 17. Askelman nousun ja etenemän tulee säilyä samana koko portaan matkalla.
Hallinto-, palvelu- ja liiketiloja sisältävien rakennusten auloissa ja muissa sisätiloissa sekä kokoontumistiloissa porrasaskelman nousu voi olla enintään 160 mm ja etene- män on oltava vähintään 300 mm.
Asuinhuoneiston ja majoitustilan sisäisen portaan nousu voi olla enintään 190 mm ja etenemän on oltava vähintään 250 mm. Muiden varsinaisten käyttötilojen sisäpor- taiden nousu voi olla enintään 180 mm ja etenemän on oltava vähintään 270 mm. Yksinomaan varatienä käytettävän ja asunnossa tai majoitustilassa muihin kuin asu- mista palveleviin välttämättömiin tiloihin johtavan portaan nousu voi olla enintään 220 mm ja etenemän on oltava vähintään 220 mm.
Uloskäytävässä portaan askelman nousu voi olla enintään 180 mm. Etenemän on oltava vähintään 270 mm. Uloskäytävässä, jota ei samalla käytetä rakennuksen tavan- omaiseen sisäiseen liikenteeseen, portaan nousu voi olla enintään 200 mm.
600
900... 1200
7200...8040
≥ 1200
300
RT 103028 Paarikuljetuksen tilantarve
RT 93-10953 Asuntosuunnittelu. Porras- huoneet ja kulkutilat
RT 88-11089 Liukuportaat ja -käytävät
N= nousu E= etenemä
2\\times N+E=630~mn
*E* N
Kuva 17. Helppokulkuisen portaan mitoitus: 2 x nousu + etenemä =630 mm. Kaavaa sovelletaan välillä 620...640 mm sisätiloissa ja ulkotiloissa enintään 660 mm. Sisätiloissa olevan portaan nousu on 150...180 mm ja etenemä on 270...330 mm. Ulkotiloissa olevan katetun portaan nousu on 140...160 mm ja etenemä on 300...400 mm. Ulkotiloissa olevan kattamattoman portaan askelman nousu on 120...130 mm ja etenemä on 400...440 mm.
3000
700
200
Kuva 16. Esimerkki suoravartisesta, välitasanteellisesta ja helppokulkuisesta portaasta. Helppokulkuisuuteen vaikuttaa eniten nousu ja etenemä, joiden määräytyminen on esitetty kuvassa 17.
Ulkoportaan askelman nousun suositeltava korkeus on 120 mm. Katettujen tai läm- mitettyjen ulkoportaiden etenemän on oltava vähintään 300 mm, ja nousu voi olla enintään 160 mm. Kattamattomien ja lämmittämättömien ulkoportaiden etenemän on oltava vähintään 390 mm, ja nousu voi olla enintään 130 mm.","Uuden lain 35 §:n mukaan esteettömyys ja käytettävyys on otettava huomioon erityisesti lasten, ikääntyneiden, vammaisten ja liikkumis- ja toimimisesteisten henkilöiden kannalta. Tämä saattaa vaikuttaa portaiden mitoitukseen ja vaatimuksiin, erityisesti julkisissa tiloissa ja kokoontumistiloissa.","35 § Esteettömyys"
"103141","18","Sisäänkäynnit","Sisäänkäynnit suunnitellaan esteettömiksi. Rakennuksen sisäänkäynnin on oltava helposti tunnistettavissa sisäänkäynniksi. Jos vanhaan rakennukseen on mahdotonta toteuttaa esteetön pääsisäänkäynti, reitti vaihtoehtoiselle sisäänkäynnille opastetaan saapumissuunnasta ja pääsisäänkäynniltä. Vaihtoehtoisen sisäänkäynnin on oltava käytettävissä yhtä itsenäisesti kuin varsinaisen pääsisäänkäynnin.
Sisäänkäyntiä ja sen havaittavuutta on hyvä korostaa rakennuksen massoittelun, rakenteiden, kuten katoksen, ja valaistuksen avulla. Katoksen on hyvä olla vähintään sisäänkäyntitasanteen kokoinen. Valaistuksella myös tasataan valaistustason muu- tosta ulko- ja sisätilan välillä.
Sisäänkäynnit toteutetaan mahdollisuuksien mukaan ilman tasoeroja. Ulko-oven edessä olevan tasanteen on oltava vähintään 1 500 mm leveä ja vähintään 1 500 mm pitkä. Jotta kaksi pyörätuolinkäyttäjää voi kohdata tasanteella, tilaa tarvitaan vähin- tään 1 800\\times1 800 mm. Kulkuväylään rajautuva tasanne saa olla enintään 20 mm korkeammalla kuin kulkuväylän pinta. Tasanteen enimmäiskaltevuus on 2% (1:50).
RT 91-10788 Sisäänkäyntitilat, julkiset rakennukset
B
400
A 1
≤ 200
B
Ø 1500
Kuva 19. Tilantarve oven avaamiseksi pyörätuolista käsin.
A1 oven vapaa leveys = karmin valoleveys, ovi aukeaa 180^{\\circ}
A2 oven vapaa leveys = karmin valoleveys – oven paksuus ovi aukeaa 90°
C= ovenpainikkeen tarvitsema tila
D= oven avauspainike
Rakennuksen ulko-oven avautumispuolen etäisyys seinän sisänurkasta tai muusta kiinteästä esteestä (B) on oven ulkopuolella oltava vähintään 400 mm.
≥ 1500
Kuva 20. Tasanteelle aukeavan oven etäisyys luiskan tai porrassyöksyn yläreunasta. Tasanteelle aukeavan oven etäisyyden on luiskan tai porrassyöksyn yläreunasta oltava syök- syn sivuseinällä vähintään 400 mm ja päätyseinällä vähintään 1 500 mm.
≥ 400
RT 103141 Esteetön liikkumis- ja toimimisympäristö","Uuden lain 35 §:n mukaan rakennuksen ja sen piha- ja oleskelualueet on suunniteltava ja rakennettava esteettömyys ja käytettävyys huomioon ottaen erityisesti lasten, ikääntyneiden, vammaisten ja liikkumis- ja toimimisesteisten henkilöiden kannalta. Tämä korostaa esteettömyyden vaatimusta, joka on jo mainittu vanhassa ohjeessa, mutta uuden lain mukaan esteettömyyden huomioiminen on laajennettu koskemaan myös piha- ja oleskelualueita.","35 § Esteettömyys"
"103141","19","Tuulikaapit","Tuulikaapissa tarvitaan vapaata tilaa halkaisijaltaan vähintään 1 500 mm, jotta kul- keminen lastenvaunujen kanssa ja kääntyminen pyörätuolilla tuulikaapissa on mah- dollista. Tuulikaapin vapaan tilan mitoituksessa on otettava huomioon myös oven aukeamiseen tarvittava tila.
Tuulikaapissa ei käytetä paksua, pehmeää kuramattoa, sillä se on hankala rollaattorin kanssa liikuttaessa. Jos käytetään säleikköä tai ritilää, se ei saa olla märkänäkään liukas. Matto tai ritilä upotetaan tasoon. Rakojen enimmäiskoko on 10~mm\\times30 mm. Jos tuulikaapissa on laaja mattoalue, tai kulkureitti kääntyy tuulikaapin sisällä, näkövam- maisia henkilöitä ohjaava reitti merkitään pinnoitteeseen tummuus- ja materiaali- kontrastina, joka tuntuu jalalla tai näkövammaisen henkilön valkoisella kepillä.
\\ge1400
*
\\ge1400
\\ge1500
*
*
*
\\ge1800
1000
\\ge180C
1000
*
*
*
*
Kuva 21. Tuulikaapin mitoitusesimerkkejä.
≥ 2400
*
> 1500","Uuden lain 35 §:n mukaan rakennuksen ja sen piha- ja oleskelualueet on suunniteltava ja rakennettava esteettömyys ja käytettävyys huomioon ottaen erityisesti lasten, ikääntyneiden, vammaisten ja liikkumis- ja toimimisesteisten henkilöiden kannalta. Tämä saattaa edellyttää tarkempia ohjeita tuulikaappien esteettömyydestä ja käytettävyydestä.","35 § Esteettömyys"
"103141","20","Oven vapaa leveys","Rakennuksen sisäisellä kulkuväylällä olevan oven ja aukon, porraskäytävästä asun- toon johtavan oven sekä palveluasumiseen tai liikkumis- ja toimimisesteisen henkilön tuettuun asumiseen tarkoitetun asunnon wc- ja pesutilan oven vapaan leveyden on oltava vähintään 850 mm. Muun rakennuksen kuin asuinrakennuksen huonetiloihin sekä asuinrakennuksen asuinhuoneisiin, asumista palveleviin välttämättömiin tiloihin ja rakennuksen käyttöä palveleviin tiloihin johtavan oven ja kulkuaukon vapaan leve- yden on oltava vähintään 800 mm. Oven vapaalla leveydellä tarkoitetaan kulkuaukon todellista leveyttä avatun ovilevyn kohdalla. Pientaloissa velvoite oven vapaasta le- veydestä koskee vain sisääntulokerrosta.
Rakennuksen ulko-oven ja muun uloskäytävän oven mitoituksesta säädetään palo- turvallisuusasetuksessa. Asetuksen mukaiset, poistumisen kannalta turvallisiksi mitoi- tetut ovet ja kulkuväylät täyttävät leveydeltään myös esteettömyyden vaatimukset.","Uuden lain 35 §:n mukaan esteettömyys ja käytettävyys on otettava huomioon erityisesti lasten, ikääntyneiden, vammaisten ja liikkumis- ja toimimisesteisten henkilöiden kannalta. Tämä saattaa vaikuttaa oven vapaan leveyden vaatimuksiin, erityisesti esteettömyyden näkökulmasta.","35 § Esteettömyys"
"103141","21","Kynnykset","Oven yhteydessä ei saa olla tasoeroa tai kynnystä, ellei se ole ääni-, kosteus- tai mui- den vastaavien olosuhteiden vuoksi välttämätöntä. Tällöin kynnys tai tasoero saa olla enintään 20 mm korkea. Kynnys muotoillaan siten, että sen voi helposti ylittää pyö- rätuolilla ja pyörillä varustetulla kävelytelineellä. Pyöristetty tai viistetty kynnys on suorareunaista helpompi ylittää.","Uuden lain 35 §:n mukaan esteettömyys ja käytettävyys on otettava huomioon erityisesti liikkumis- ja toimimisesteisten henkilöiden kannalta. Tämä saattaa vaikuttaa kynnyksen korkeuden ja muotoilun vaatimuksiin, jotta ne täyttävät esteettömyysvaatimukset.","35 § Esteettömyys"
"103141","22","Oven avattavuus ja oven avautumissuunta","Rakennuksen ulko-oven ja asuinrakennuksen käyttöä palvelevan tilan oven on toimit- tava siten, että liikkumis- tai toimimisesteinen henkilö voi sen helposti avata. Automaattisesti sivuun liukuvat ovet ovat helppokäyttöiset. Jos liukuovia käyte- tään poistumisovina, ne on varustettava hätäavausjärjestelmällä.
Ovien on avauduttava poistumissuuntaan, jos kyseessä on asunnon kerrostaso-ovi tai oven kautta poistuvien henkilömäärä on yli 60. Myös esteettömän wc-tilan oven tulee avautua ulospäin.
Sulkijoilla varustetut ovet säädetään mahdollisimman keveiksi. Oven avaamiseen tarvittavaksi voimaksi suositellaan enintään 10 N. Raskas ovi varustetaan automaat- tisella tai painikkeen avulla toimivalla avauksella. Kulkijaa kohden automaattisesti avautuvan oven edessä tarvittava turvaetäisyys merkitään kulkuväylän pintaan tummuus- ja materiaalikontrastina, joka tuntuu jalalla tai näkövammaisen henkilön valkoisella kepillä.
Avauspainike sijoitetaan oven avautumispuolelle, 900...1 100 mm:n korkeudelle ja vähintään 400 mm:n etäisyydelle nurkasta. Sijoituksessa otetaan huomioon, että käyttäjän ei tarvitse siirtyä pois avautuvan oven tieltä.
Pyöröovi ei ole esteetön. Sen lisäksi tarvitaan aina esteetön kääntöovi, joka toimii myös poistumistienä pyöröoven rinnalla.
Oviin valitaan salvat ja lukot, joilla oven voi avata ja sulkea yhdellä kädellä kummal- takin puolelta. Vedinten, painikkeiden ja lukkojen käyttö ei saa edellyttää voimaa tai sorminäppäryyttä. Vetimen on oltava riittävän tukeva ja suuri, jotta siitä saa pitävän otteen. Pitkä pystysuuntainen lankavedin mahdollistaa otteen sopivalta korkeudelta. Käden pujottaminen vetimen alle ja vetäminen ranteella on mahdollista, kun vetimen ja ovilevyn väliin jäävä tila on vähintään 60 mm.
Ovikelloissa, ovipuhelimissa ja kulunvalvontalaitteissa tulee olla sekä valo- että ää- nimerkki kuulo- ja näkövammaisia henkilöitä varten.","Uuden lain 35 §:n mukaan rakennuksen ja sen piha- ja oleskelualueet on suunniteltava ja rakennettava esteettömyys ja käytettävyys huomioon ottaen erityisesti lasten, ikääntyneiden, vammaisten ja liikkumis- ja toimimisesteisten henkilöiden kannalta. Tämä saattaa vaikuttaa oven avattavuuden ja avautumissuunnan vaatimuksiin, erityisesti esteettömyyden osalta.","35 § Esteettömyys"
"103141","24","5.9 Poistumisturvallisuus","Rakennuksen uloskäytävien mitoituksesta ja poistumiseen käytettävien ovien mitoituksesta säädetään paloturvallisuusasetuksessa (34 §, 35 §).
Liikkumis- ja toimimisesteisten henkilöiden tulisi pystyä pelastautumaan omatoimisesti tulipalon tai muun hätätilanteen sattuessa. Tämä edellyttää sitä, että poistumistiet ovat esteettömiä ja palohälytys on vastaanotettavissa moniaistisesti.
Jos omatoiminen pelastautuminen on vaikeasti toteutettavissa, vaihtoehtona on siirtyminen turvalliseen odotustilaan ja saada sieltä apua pelastautumiseen. Turvallinen odotustila tarkoittaa viereisessä palo-osastossa olevaa tilaa, joka on yhteydessä poistumisreittiin, ja jossa liikkumis- tai toimimisesteiset henkilöt voivat odottaa evakuointia. Evakuointituoleilla ja -patjoilla autetaan liikkumisesteisiä henkilöitä siirtymisessä portaita pitkin.
Tavanomaisia hissejä ei saa käyttää tulipalon sattuessa. Evakuointihissiä on kuitenkin turvallista käyttää myös palotilanteessa.
Liikkumis- ja toimimisesteisten henkilöiden evakuointi CFPA-E No 33:2015 F. Suomen Pelastusalan Keskusjärjestö 2017.
→
Kuva 25. Esteettömän poistumistien opaste. Opasteen käyttö edellyttää, että poistumistien mitoituksessa on otettu huomioon esteettömyys.
Kuva 26. Evakuointihissin opaste.","Uuden lain 32 §:n mukaan rakennuksen on oltava sellainen, että siinä olevat voivat palon sattuessa pelastautua tai heidät voidaan pelastaa. Pelastushenkilöstön turvallisuus on rakentamisessa otettava huomioon. Tämä edellyttää, että poistumisturvallisuutta koskevat ohjeet ja käytännöt ovat ajan tasalla ja vastaavat uusia vaatimuksia.","32 § Paloturvallisuus"
"103141","25","6.1 Esteettömät wc-tilat","Esteettömien wc-tilojen määrä ja sijoittelu riippuvat rakennuksen käyttötarkoituk- sesta ja käyttäjien määrästä, ja siinä otetaan huomioon myös rakennuksen tilojen muutosmahdollisuudet.
Esteettömät wc-tilat sijoitetaan sen tilakokonaisuuden yhteyteen, joita ne palvele- vat. Niiden tulee olla samassa kerroksessa kuin palveltava tila. Sijoituspaikan tulee olla helposti löydettävä, mielellään muiden wc-tilojen lähellä ja esteettömän kulkureitin varrella. Sijoituspaikka valitaan siten, ettei käyttäjän ja avustajan sukupuoli vaikuta mahdollisuuteen käyttää sitä.
Kulkureitti esteettömään wc-tilaan ei saa olla pidempi kuin muihin wc-tiloihin. Kulkuväylän on oltava helposti havaittava, pinnaltaan tasainen ja luistamaton sekä pituudeltaan kohtuullinen.
Tilojen on oltava käytettävissä ilman erillistä pyyntöä tai avaimen hakemista. Mi- käli esteetöntä wc-tilaa ei ole mahdollista pitää lukitsemattomana, varmistetaan että ohjeet oven avaamiseksi ovat selkeät kaikille käyttäjille ja että henkilökunta avustaa tarvittaessa oven avaamisessa. Lastenhoitotilat suositellaan sijoitettavan erilleen es- teettömästä wc-tilasta.
Esteetön wc-tila merkitään kansainvälisellä pyörätuolitunnuksella (kuva 42), jossa on selkeä tummuuskontrasti ja joka on myös tuntoaistilla havaittava. Ks. Opasteet, Sijoitus.
Ovi
Esteettömän wc-tilan oven vapaa leveys on vähintään 850 mm. Ovi suunnitellaan siten, että se on helppo avata ja sulkea. Oven vierellä tarvitaan vähintään 400 mm vapaata tilaa. Esteettömän wc-tilan ovea ei varusteta ovensulkimella.
Esteettömän wc-tilan oven on avauduttava ulospäin. Oven sisäpuolelle sijoitetaan vaakasuuntainen, vähintään 600 mm pitkä vedin 800 mm:n korkeudelle lattiasta.
Lukossa käytetään sekä ulko- että sisäpuolella selkeää ja suurta punavalkoista kilpeä. Lukon vääntöpainikkeen on oltava suurikokoinen, jotta siitä saa helposti otteen, ja luk- koa on voitava käyttää yhdellä kädellä. Lukituksen on oltava avattavissa hätätilanteissa myös ulkopuolelta. Jos ovessa käytetään sähköisiä avaus- tai lukitusjärjestelmiä, ratkai- suissa otetaan huomioon käytettävyys myös näkövammaisten henkilöiden kannalta.
Mitoitus
Wc-tilassa on oltava halkaisijaltaan vähintään 1 500 mm vapaa tila. Vapaalla tilalla tar- koitetaan kiinteistä kalusteista vapaata tilaa 2 000 mm:n korkeuteen saakka. Kiinteät kalusteet sijoitetaan vapaaseen tilaan nähden siten, että liikkumisesteinen henkilö voi niitä käyttää.
Wc-istuimen kummallakin puolella on oltava vapaata tilaa vähintään 800 mm. Vaih- toehtoisesti voidaan sijoittaa lähekkäin kaksi wc-tilaa, joissa toisessa on wc-istuimen vasemmalla ja toisessa oikealla puolella vapaata tilaa vähintään 800 mm. Vapaan tilan tulee jatkua 200...300 mm wc-istuimen takalinjan taakse. Tämä mahdollistaa pyörä- tuolin sijoittamisen riittävän taakse wc-istuimen vierellä, jotta sivuttaissiirtyminen wc- istuimelle onnistuu eivätkä yläasentoon käännetyt käsituet ole siirtymisen esteenä. Tämä voidaan toteuttaa esimerkiksi asentamalla tavallinen wc-istuin 200...300 mm:n etäisyydelle takaseinästä.","Uuden lain 35 §:n mukaan esteettömyys ja käytettävyys on otettava huomioon erityisesti lasten, ikääntyneiden, vammaisten ja liikkumis- ja toimimisesteisten henkilöiden kannalta. Tämä saattaa edellyttää tarkempia ohjeita esteettömien wc-tilojen suunnitteluun ja sijoitteluun, jotta ne täyttävät lain vaatimukset esteettömyydestä.","35 § Esteettömyys"
"103141","27","6.2 Esteettömät puku-, pesu- ja saunatilat","Muussa rakennuksessa kuin asuinrakennuksessa olevista puku-, pesu-, sauna- ja uima-allastiloista osan on sovelluttava liikkumis- ja toimimisesteiselle henkilölle. Asuinkerrostalossa velvoite koskee vähintään yhtä talosaunaa. Esteettömät puku- ja pesuhuonetilat merkitään kansainvälisellä pyörätuolisymbolilla (kuva 42), joka on selkeäkontrastinen ja myös tuntoaistilla havaittava. Liikkumis- ja toimimisesteisille henkilöille soveltuvista tiloista on oltava turvahälytysyhteys valvontaan, jos raken- nuksessa on valvontajärjestelmä.","Uuden lain 35 §:n mukaan esteettömyys ja käytettävyys on otettava huomioon erityisesti lasten, ikääntyneiden, vammaisten ja liikkumis- ja toimimisesteisten henkilöiden kannalta. Tämä laajentaa esteettömyyden vaatimuksia koskemaan myös muita tiloja ja käyttäjäryhmiä, mikä saattaa edellyttää tarkennuksia vanhan ohjeen sisältöön.","35 § Esteettömyys"
"103141","28","Pukutila","Kalusteiden ja varusteiden sijoittelussa otetaan huomioon niiden esteetön käyttö. Puku- ja lokerokaapit sijoitetaan niin, että niiden käyttö onnistuu myös pyörätuolista. Pukukaapin eteen sijoitettu penkki estää pyörätuolia käyttävän henkilön ulottumisen kaappiin, joten penkki sijoitetaan erilleen kaapista ainakin osassa kaappipaikkoja.
Erillisen pukeutumispenkin istuinkorkeus on noin 500 mm, leveys 600...700 mm ja pituus vähintään 1 200 mm. Jos penkkiä käytetään pukeutumiseen ja riisuutumiseen makuuasennossa tai jos avustaja pukee ja riisuu, penkin pituus on 2 100 mm. Penkin eteen varataan tilaa vähintään 1 500 mm. Penkin pehmustus lisää sen käytettävyyttä. Seiniin kiinnitetään tukikahvoja ja käsijohteita, jotka auttavat tilassa liikkumisessa, istumisessa tai nousemisessa.
Pukutilojen yhteyteen sijoitettavien varusteiden sopiva korkeus on 400...1 100 mm lattiasta. Mahdollinen vauvanhoitopöytä ei saa hankaloittaa tilan esteetöntä käyttöä. Puku- ja pesutiloihin on hyvä varata tilaa lainattavia suihkupyörätuoleja varten. Kulkuväylä pukutiloista pesutiloihin varustetaan mahdollisimman yhtenäisin käsijoh- tein, jotka sijoitetaan 900 mm:n ja 700 mm:n korkeudelle.","Uuden lain 35 §:n mukaan rakennuksen ja sen piha- ja oleskelualueet on suunniteltava ja rakennettava esteettömyys ja käytettävyys huomioon ottaen erityisesti lasten, ikääntyneiden, vammaisten ja liikkumis- ja toimimisesteisten henkilöiden kannalta. Tämä tarkoittaa, että pukutilojen suunnittelussa on varmistettava, että kaikki varusteet ja kalusteet ovat esteettömiä ja käytettävissä kaikille käyttäjäryhmille, mukaan lukien pyörätuolia käyttävät henkilöt.","35 § Esteettömyys"
"103141","31","6.3 Kokoontumistilat","Kokoontumistilaan tulee johtaa esteetön kulkuväylä. Jos tilassa on kiinteät istuimet, tulee esteetön pääsy mahdollistaa useammalle kuin yhdelle istuinriville. Näille istuin- riveille sijoitetaan riittävä määrä pyörätuolipaikkoja. Paikkojen tulee sijoittua moni- puolisesti, ei pelkästään istuinrivien reunaan. Suunnittelussa otetaan huomioon, että salista pääsee esteettömästi myös esiintyjien paikalle.
Pyörätuolipaikkojen määrä riippuu tilan käyttötarkoituksesta. Suositus on kaksi pyörätuolipaikkaa 60 istumapaikkaa kohti, minkä jälkeen yksi pyörätuolipaikka lisää kutakin alkavaa 60 istumapaikkaa kohti.
Pyörätuolipaikalla tarvitaan tilaa syvyyssuunnassa vähintään 1 400 mm ja pyörä- tuolilla ohitukseen lisäksi vähintään 900 mm eli yhteensä vähintään 2 300 mm syvä tila. Pyörätuolipaikan yhteyteen sijoitetaan myös latauspistoke.
Jos kokoontumistilassa on äänentoistojärjestelmä, siinä on oltava induktiosilmukka tai muu vastaava äänensiirtojärjestelmä. Ks. Äänensiirtojärjestelmät.
RT 96-10656 Esitys- ja informaatiotilat
RT 09-11280 Induktiosilmukka kuulovam- maisten apuvälineenä
1400
*
*
900...1150
*
*
6===
450
siirrettävät istuimet
*
1200
900
*
*
900...1150
*
*
430...450
450
irralliset istuimet
Kuva 36. Esimerkkejä auditorion tuolirivien mitoituksesta ja pyörätuolipaikkojen järjestämi- sestä siirrettävillä tai irtotuoleilla.","Uuden lain 41 §:n mukaan kokoontumistilassa saa oleskella samanaikaisesti vain sellainen määrä ihmisiä, että he pääsevät poistumaan turvallisesti. Lisäksi kokoontumistilaan on oltava pääsy myös niillä henkilöillä, joiden kyky liikkua tai muutoin toimia on rajoittunut. Tämä edellyttää, että kokoontumistilojen suunnittelussa otetaan huomioon poistumisturvallisuus ja esteettömyys.","41 § Kokoontumistilat"
